AUS00006;1996-10-17;12:00;1.0;TEMP;TEMP-Hg;;15.0;°C;Fair
AUS00006;1995-11-16;12:00;1.0;TEMP;TEMP-Hg;;19.1;°C;Fair
AUS00006;1995-09-07;12:00;1.0;TSS;TSS-G;;11.0;mg/l;Fair
AUS00006;1993-08-05;12:00;1.0;TSS;TSS-G;;4.0;mg/l;Fair
AUS00006;1991-06-12;12:00;1.0;TSS;TSS-G;;118.0;mg/l;Fair
AUS00006;1991-04-03;12:00;1.0;TEMP;TEMP-Hg;;16.0;°C;Fair
AUS00006;1990-10-02;12:00;1.0;TSS;TSS-G;;2.0;mg/l;Fair
AUS00006;1990-10-02;12:00;1.0;TEMP;TEMP-Hg;;16.1;°C;Fair
AUS00006;1990-01-10;12:00;1.0;TEMP;TEMP-Hg;;24.8;°C;Fair
AUS00006;1991-03-05;12:00;1.0;TEMP;TEMP-Hg;;19.3;°C;Fair
AUS00006;1991-05-14;12:00;1.0;TEMP;TEMP-Hg;;13.0;°C;Fair
AUS00006;1992-01-08;12:00;1.0;TEMP;TEMP-Hg;;14.5;°C;Fair
AUS00006;1992-07-09;12:00;1.0;TEMP;TEMP-Hg;;12.0;°C;Fair
AUS00006;1993-07-08;12:00;1.0;TSS;TSS-G;;31.0;mg/l;Fair
AUS00006;1996-11-14;12:00;1.0;TEMP;TEMP-Hg;;18.0;°C;Fair
AUS00006;1997-01-09;12:00;1.0;TSS;TSS-G;;15.0;mg/l;Fair
AUS00006;1997-05-15;12:00;1.0;TEMP;TEMP-Hg;;13.0;°C;Fair
AUS00006;1999-10-13;08:00;1.0;TEMP;TEMP-Hg;;18.0;°C;Fair
AUS00006;2000-04-05;08:00;1.0;TSS;TSS-G;;10.0;mg/l;Fair
AUS00006;2000-06-14;08:15;1.0;TSS;TSS-G;;12.0;mg/l;Fair
AUS00006;2000-06-14;08:15;1.0;TEMP;TEMP-Hg;;11.0;°C;Fair
AUS00006;2000-10-04;00:00;1.0;TSS;TSS-G;<;1.0;mg/l;Fair
AUS00006;2001-07-05;00:00;1.0;TEMP;TEMP-Hg;;11.0;°C;Fair
AUS00006;2002-01-10;08:45;1.0;TEMP;TEMP-Hg;;19.0;°C;Fair
AUS00006;2002-05-13;10:20;1.0;TEMP;TEMP-Hg;;15.0;°C;Fair
AUS00006;2003-07-17;08:38;1.0;TSS;TSS-G;;6.0;mg/l;Fair
AUS00006;2004-06-07;10:35;1.0;TSS;TSS-G;;28.0;mg/l;Fair
AUS00006;2004-06-07;10:35;1.0;TEMP;TEMP-Hg;;14.0;°C;Fair
AUS00006;2003-10-09;10:05;1.0;TSS;TSS-G;;4.0;mg/l;Fair
AUS00006;2002-12-05;00:00;1.0;TSS;TSS-G;;4.0;mg/l;Fair
AUS00006;2002-10-10;10:10;1.0;TSS;TSS-G;;6.0;mg/l;Fair
AUS00006;2002-06-05;00:00;1.0;TEMP;TEMP-Hg;;10.0;°C;Fair
AUS00006;2002-06-05;00:00;1.0;TSS;TSS-G;;9.0;mg/l;Fair
AUS00006;2002-04-02;10:40;1.0;TSS;TSS-G;;8.0;mg/l;Fair
AUS00006;2002-04-02;10:40;1.0;TEMP;TEMP-Hg;;20.0;°C;Fair
AUS00006;2001-03-08;00:00;1.0;TSS;TSS-G;;8.0;mg/l;Fair
